item_1,item_2,item_3,item_4
212714916,214374799,215304216,191226227
189090952,185767506,201728998,175584391
133369920,132762472,135485094,122653135
88674532,104232612,110677576,99307137
167626231,167614731,167626420,76959589
173710283,168559481,159031689,173179275
90117974,91880379,86238006,89759064
210280836,212942950,212179893,212804535
208649930,197277809,206891224,134703787
132681047,131963550,100659317,132466628
204382316,196295925,204780654,202113702
79517399,71546002,80515088,77268304
195713391,212296736,212400156,209474480
150486895,130640285,157975176,159577969
171151828,171357686,169045981,158286135
148435172,145407844,150135730,151644638
132953502,136787745,134806380,127514617
95862650,95283036,97229195,94227133
22445372,64946114,79819377,79046408
101225767,98086650,92189730,101082774
203859188,206185482,204139945,193614557
148041763,121598577,118041702,151382706
200753096,140021785,179252396,204988514
119668146,119202913,119077821,118003518
169628493,165127928,153801407,165430940
179312030,182570744,185421374,183486674
201072677,184508674,208425701,200000901
159271196,158870231,130241628,128191887
188966393,180259335,188402573,184310737
197655316,204298322,203691528,210195855
181140072,182698240,178124136,178830262
126204134,115435619,40519463,116206613
199027971,199270762,130774745,195949341
181683653,190230378,159151316,190339833
196424422,203213046,214686457,196425397
183999308,191699985,184082224,200621960
184780565,170642334,171830782,164493817
210597363,210726385,211814638,208818386
179909456,174469849,177490595,168877017
96515173,176721477,96066726,148217595
185295743,142486494,156581426,193812194
209332608,196162139,209168745,188803082
68074534,73612021,61835062,71419315
103178519,137099874,80534779,138610347
196108598,184676617,127994403,193479520
140833722,182484356,158128168,159777887
77941042,75581781,74720598,60224109
65590693,172305526,154021864,152882443
185025442,181433672,183508093,182440435
161953860,112003459,174610981,104665298
158904399,161217126,77705750,139011484
178717457,181753662,156322863,183652611
205471358,205037257,186107597,205470293
206147601,181248145,212067777,210534953
101279079,105095221,104309231,105750265
119396948,151582915,176427002,128869353
163321067,155994137,161842277,61811575
197065997,196366398,198250529,190823363
26077267,25588206,29556774,30452505
192793378,192322882,185936806,171991752
159926946,125588750,89424840,147310863
163223965,161856455,160475247,191577607
140434515,124824022,139902443,142380143
139111105,129092408,140392382,133108529
123611315,123952577,122188867,122993131
52651089,51949539,13711787,52974019
189448215,200490382,104759754,117767358
127006135,54528677,102935813,113396350
186078324,13408332,12159876,142704310
209567484,210565891,39109146,196689508
186623772,144150946,179694450,199365295
201396769,203674530,194079722,207800082
113204463,207624559,176760807,151020313
184693526,159586900,156384405,163810076
119151118,196300750,119892988,196300922
153139077,152507196,39109146,163668995
171213433,180039612,89424840,173403875
61152083,81109116,63589262,81724265
194168012,180062408,194155106,187582978
146925504,155153960,155728727,143216512
22686270,116527666,12966117,136225970
212150469,213544461,155438392,208610267
142235696,141619856,129823056,178545066
189647159,177746064,186437677,183043824
159533208,154620586,144833386,158724115
103618155,106673761,102487467,59194798
59612571,42106626,40013049,42381584
144744853,152925543,152805231,154352739
138281035,196908175,156253237,142786350
188813740,185314986,206566286,186632675
60018558,146665886,59637108,147265928
169913850,151866912,184951102,139289443
203113138,203761515,158523617,195127827
178044944,200516391,190159553,116410270
170971232,190334495,196066918,191657407
213006920,52610863,81763712,165364119
149613935,26301152,140051036,64571070
189944290,190788505,187591410,194156971
117456368,118255334,37500231,125583824
147032491,139837780,146431091,118227800
171902883,170640196,173258849,170552164
153665348,165563962,155949288,160064166
171847931,209870174,200164107,215210092
162895023,167964730,176307625,154960537
124308761,125917326,78681607,129424794
15079238,14814328,33677725,15047925
74079700,75508902,56011236,72410795
180648299,181657291,170342154,162762437
31288854,50963379,39369678,56860542
192374799,193378974,106377696,182142835
143828792,118339991,135286544,138848441
159713075,158809792,132809328,149103454
149182476,141598186,152717474,150894162
167935929,169207957,166549425,169206912
67929878,76931796,77991104,75483351
194442183,192874927,190291277,188343597
142160119,143481197,109458300,138619563
183828903,188620076,156022413,190769299
132187309,174377901,201423668,90193462
210665654,213332998,197751074,214346897
32904859,56449996,54851829,55309323
184741614,196876902,192461049,33323910
192793071,181769029,169413238,122738235
92124335,114634433,7532302,47842230
139994349,155749101,153150192,101744463
184137943,128392525,181331494,177280529
191395813,203507857,203691528,7109032
160969480,161397420,169620399,170212145
204949667,208750281,201157146,161130505
176823785,167448337,192571063,195984406
50084219,73886410,1154163,57813148
88979318,88233093,84173401,75117518
125766446,113629384,124184976,130272990
116488222,113099942,75685368,91694720
136063801,140317851,112378503,148472068
152560355,152252626,152130766,154221758
213633043,206757890,199609590,205445474
205244662,209970388,165801960,195858003
191374256,178134583,188330180,191564525
212358796,214357875,203764814,207228920
186683768,194894530,181140893,191310285
168959204,168196625,186540746,172012160
202438536,205232914,146651020,196774732
195939404,200891353,200839839,195924838
205645505,189395371,207939195,195717607
190335273,204247948,160145398,188120430
209216617,211092676,162062652,209966795
141041814,130301733,139952034,139287678
184586698,157665460,61343964,67101298
212149151,190546540,211182431,213458656
127005240,169542693,150769807,125356382
115216617,150709552,151250841,140599166
189696590,186606937,106356723,170317333
99596387,67255216,105542978,77133423
154029960,165762175,9769128,168357364
213326296,200311540,209559366,198348554
162612343,173661018,14987474,174638756
164159045,165039731,164218775,163734517
137053641,130085519,137055507,130103917
195896315,198330141,199609590,184020328
195475913,187163397,186678221,184403852
183279101,176675943,161625615,178440937
140025528,193898736,52439354,35801706
186521426,183633709,187614877,183858460
55873201,62076485,9202904,91777639
113999131,109304607,105958481,100844256
143131917,153061485,140237486,161964668
107784642,115780869,113266913,109042133
175047079,174104716,170666570,176101546
194461158,193202909,184722990,97445781
154221191,157666940,157339323,162392777
178476811,195498377,161498471,205092148
141185530,140885049,130644186,134418196
193000807,192146242,193389383,204907467
78599516,73111991,77096071,69093354
106340838,149915279,209210145,142580253
148691471,149564638,159273026,155273185
183208115,180984853,179356936,180975909
170556976,146871781,176599311,204728343
170447373,143184182,83801049,150894162
180139344,73832329,186175974,189820567
209947567,214820428,188977938,214340591
21507641,130788109,175750073,66633240
140660266,159135590,138630620,159746069
191069203,143685300,169021584,200139770
81768408,77666758,39109146,91034510
65126612,73529954,58520503,66092503
170256935,164729095,194859469,88096729
195911103,195925898,193931963,194823169
194983677,169599739,187718274,187260625
29569702,45915715,7532293,61539795
200593910,200031212,192325228,200741583
155733096,157039318,159144623,94537272
158718960,159049503,151772829,170283938
60759589,58053444,60387648,59583100
176471162,206301481,188207811,206285685
86336270,85775936,88961011,89439779
195067835,206219322,207721274,209153954
155869691,157383353,146832832,156532515
102678688,93702411,100031092,82266913
185857737,210535691,174143103,184830883
75069529,55657767,44131887,64014517
192502503,168447384,192294252,184481700
212905721,139846300,212152214,195886881
184521330,192898508,190250639,184830807
189766928,123493721,102928736,182401293
185682892,188587101,189559540,182382122
110840430,114285771,77023844,112093489
173091459,154946326,171533425,15720766
37998347,38347418,18390006,42538338
72388431,213995011,167165423,139354225
111471139,113046651,112831487,107215471
206198442,205651207,202271381,202400577
100800139,88280995,41447361,108167450
208152780,206400150,210427615,209266093
174099303,179315594,204139945,202095174
194619448,200512124,213111743,209114948
169941836,167285039,159834816,155432443
178766026,164997366,101006776,178931572
188875844,184195884,189550193,189753332
128238009,189087149,149175149,17662193
194003190,125587171,185522161,169861546
133979155,133965241,133979194,132087636
205283945,214408857,208023297,211179794
113978341,105669215,71138721,91813147
66571560,149791287,90466160,69988876
209163866,209145873,207078819,176985956
211286385,211898479,211943977,211041582
202871424,212236845,194988829,212086671
210820993,195314959,191291434,199604164
186976862,214102751,209603156,211179794
208906183,208671281,165414526,207148979
131488299,136567982,83677305,84502971
193542125,148353772,184017658,194600253
185617694,180344520,170126808,174367731
101130751,111924684,84509816,106190814
146046377,139118931,133215232,146413151
131035648,101874082,190812542,137233309
85213040,86266623,88506013,86493630
131705308,123394791,130147635,112127357
29282711,126568666,22093468,136536053
164223483,158224683,166261285,165308099
176121088,178743900,186583226,147147420
77823067,74027347,72933796,50515216
149913241,146737094,108657766,141713382
156288887,179036214,174853589,158618435
149822536,150764991,150326600,120655792
143903044,144344884,76968046,144944351
170337411,173556286,159187010,174143949
206922080,204455674,121646286,204970464
73771720,22898127,143778052,78694972
189965155,187121734,189990378,189964981
184902964,156457052,152244426,201020544
179697562,178281871,150953404,162192999
168010864,169841987,164724526,171390354
128964714,153140724,151818197,151818189
211353619,194289698,200202163,184286001
207222237,191486855,207228176,173126749
147250094,183758661,181699300,180232428
18929854,18870376,13456523,19448083
177815501,158184817,177480762,128423285
175545144,205017122,201626936,188839088
209982571,183811980,207773342,198861600
83747080,156270960,183597018,178545066
192417919,115146697,191617277,208635880
204698864,203213315,7532302,193723472
126824660,135533276,134012061,138877662
160969480,183205651,202857637,211116528
144648651,143593874,145458490,197355743
159129225,161137633,160566969,161137662
214876955,212882933,38320934,128423336
183249767,199720717,181751347,169342591
139397650,140165440,124495003,136171501
172914250,23769215,35451861,196574529
88268953,134702509,125590168,133228951
160969970,183395437,178799388,67502141
200879611,190901485,185349059,196732657
77768416,64470658,57479822,16327290
85130500,88148407,122194424,145163749
171780658,169935295,153753784,171258259
180313293,170490062,177067782,167261262
165124068,153558037,164311405,167346068
163015881,164312602,153681695,144159688
185847288,184298050,146587521,184915140
193164516,189113980,129716353,66092503
205541149,206546427,168670266,200363939
108633296,108624524,102940263,106627438
188104693,186380417,186379852,187790481
148923457,171869614,174865026,173227059
84971835,86998379,37500231,75232473
200687089,209947475,211480482,209720846
154368221,90713978,150953512,151865897
109397449,110014594,132431058,134110706
163604192,160205568,150800944,146206604
158003134,129390927,95478566,159130697
207709991,138638938,206571439,127603202
50056129,50464666,50171718,50454687
174516452,170034233,173799064,165686955
186419704,188934683,185922531,188885513
153510121,196006404,193930121,199539877
194916743,126773775,14392861,127937096
167400935,139859577,126843536,181567075
199256020,171695705,207702854,209045970
190132779,188281877,136145199,158581231
167046897,184752035,176825181,191396440
206885929,209506512,204383324,208614375
88862649,90755547,26907115,88862782
206602271,208092870,206369876,197278574
140434515,111430420,137658400,138088840
133459904,139822819,138290103,138788675
113191576,62983704,164697577,111227517
200385431,197335167,193514824,194706701
206313993,171710481,77982499,138551355
148631094,152063973,182733954,146778109
115290832,107181065,154182910,89855250
199834419,200825240,203773809,193026476
79116178,74795138,78802503,83546060
192240337,191972862,178775360,192427709
202807060,204392893,145809785,203168296
187920995,187452397,141733139,178276309
109291700,117361515,118339602,117858404
202026720,183754755,209154143,206294739
131061120,137195332,89346911,175414360
35671202,149123211,186850088,147936081
161687412,159670873,186144296,151156978
186478355,112747728,9202904,135819846
157652785,167327552,179405007,182029439
111041189,105197017,109388933,109083902
204029234,203490313,181023275,180378724
136452560,134994123,125556182,137049117
114335055,99266748,102986143,172166607
203234416,202039028,204996573,131666373
148255295,153498575,116391560,150344592
147465841,147244832,145314554,111242344
60674417,96375647,110354610,107647512
178436968,146380017,184729713,164126450
195559474,191646520,179464371,195266256
128091961,204827203,119892988,166271922
212837472,213754137,212577756,210709457
154040814,141253290,157497902,155292988
130222472,129346388,128718660,128372621
150666914,150631334,146685231,148536972
121876228,103624981,108770479,101127745
203595781,201651195,191459547,191318958
200805537,207145528,207258746,207257786
156531988,148040311,158305216,145002055
207620004,202822649,207956613,162803654
105681339,115455445,118029131,96892711
124509766,120530920,124557434,126395011
113993047,110710659,91361804,97698744
98222030,116488304,121184321,101843928
146174015,157278611,160053049,101780388
182400919,142088753,148643985,144529634
188627435,198911787,62698602,193026476
144324550,88609373,145290383,152885332
159116232,161199900,167047152,167837002
123372155,119675801,60307149,123710520
189460734,203918277,118525137,202603113
203017192,173627610,205750787,200700834
80538307,62825513,58759239,69307543
178981320,214702577,193456562,195437225
163402666,173191106,170200290,146604653
191376944,203150461,164462485,205129204
212593301,213332998,203704657,195900114
120103618,141187868,119227790,38027284
134670110,181704426,172004984,169140575
203269608,206302581,206129024,193344105
201225572,181702334,197454309,199723857
181260227,188211866,198464611,140611981
154146131,141854607,153209032,143853730
150081706,154086168,80288008,154303465
93997327,91156239,95792940,95352411
211889919,195503116,206615573,195469995
213578021,202878714,192975261,209321203
143367305,148475980,150327974,109599584
160513169,180310691,73354973,199935503
207861200,185833620,178619870,154397958
139993623,146280490,90802350,128186252
209444999,206290999,197080611,211322402
174150304,172057200,43232205,174150474
193406324,183264703,151323253,193907154
157885789,154115740,157461068,156523809
203888506,203389335,204042409,143286589
157112533,170625999,146272922,156880191
210627079,208161211,211736198,197768677
13328619,11232364,11302534,12188780
192045441,201222302,200751032,196932277
165016181,176985101,190300966,196574702
183955866,182734235,125987838,183725260
190862423,204084662,204625635,203979464
145360942,169259808,180236035,179734357
205640689,187561106,169896431,192967723
170155393,149199016,118876464,171098511
97530155,95243339,75614247,80283029
198985502,202166352,184083309,195621107
179772734,192397226,185534410,189886743
204940890,202109600,204632482,205826957
126402069,126046852,124630761,133119502
159945426,166293940,161607168,161705827
113166619,131770189,106757919,128041421
152036760,154219630,150715777,139418221
146262072,166404408,149091265,128395491
152804225,154938456,120744899,153989520
188330733,177961679,194918733,174183392
126263793,169512952,50904492,185978296
121648421,149210158,70326811,115202141
204001412,151879192,212009605,180467860
187394326,197459622,195729907,185216616
186180181,213478192,211553902,200522119
113412753,204681085,149094148,202050179
154491248,176824906,176093275,177468148
125023229,174698587,186970161,190965319
205492704,57102593,185404116,207655287
177742099,106752932,156786501,134319510
172321135,174188176,182510726,150967968
203948544,162809015,166650417,192413405
91276003,114722640,86992270,117364813
174546911,160416404,179116919,172104922
207022525,195299274,185642627,203510653
196869325,170552537,134045658,184982639
181151234,178442743,187578659,187519505
147834869,183719889,140611822,146803817
211199056,213186920,126843566,209403690
140028533,131008172,154914169,148910854
92272344,4491923,52156665,150305655
147285289,144177165,154398846,151539200
188874503,198426710,214243503,207228920
95846249,210017328,193547200,199526890
140401854,130173343,136792853,152504105
188221482,191799811,181140878,150975048
174074948,176505925,176449589,165590789
146919775,157587280,165645580,165110910
114274346,112176358,100610395,119224086
161517689,172523485,145786768,151506222
145621187,172207434,169022051,161233346
186145207,187293801,186524286,127379086
162079177,154854499,127548419,180511913
135015736,142643086,142540064,140684089
193932726,178987600,191694407,174191673
205127784,135824265,204626125,135853522
164877666,195700828,154697230,207838791
142502436,133270354,139456143,129885909
161855203,190739134,192552406,117767358
98731299,91401501,7532293,156751106
142061077,199175678,195473647,207372819
123562295,104134992,154398846,144499193
70624217,58773199,70624097,70624246
208770167,209742048,181871709,191561515
83995528,86085958,83786683,76392183
19281333,189007265,184690719,40670460
191568429,200082425,170343663,115681990
174770445,177311923,176599337,176222096
188954785,200769662,194859469,207206144
171780658,171796186,159580851,163496331
190753277,187560449,189524567,173524617
215392067,214581128,214779656,214050827
169105487,199548686,211043320,190469768
211569791,211563058,1154163,206077032
207015587,208350458,208917238,211631737
195806087,166525771,205562631,114772201
149345315,151878945,151836389,144552166
182659353,191302788,184100337,181164474
191764703,196851200,198410963,192969187
200259516,192144351,199483593,197316627
41670653,35706062,37089350,36492838
27183211,27215870,27401726,26587286
213073046,211694411,208793004,195299666
150730976,151781400,39405306,140508491
138956887,133476534,114117752,137567862
127275129,150338813,129073911,191537320
146322403,147868132,118984962,150898029
194391506,195207502,102986078,172528503
20219861,18527869,19558849,18360975
180293656,202598539,201468179,201615662
96187289,110717311,29634953,114561196
128094178,113103132,117093521,126052274
206641404,194536015,206511495,213014664
113474241,93175083,91233749,190236384
170403246,177899104,178232569,191600509
181811331,211080986,208569519,186966312
141901499,145673565,142603056,136785918
117556378,113744590,116557761,116578956
178765347,213581581,200005729,213721405
143366947,151057801,147518024,132880612
192938171,195462487,200619628,191819376
188122574,180955174,188643250,172117753
68956261,147322908,178165399,201516887
195104584,136464709,178469159,159649850
74922737,164678586,206508914,190339483
148074495,147766835,159645191,155789443
194900426,193428674,205751497,188596558
210367161,207312777,210544142,207106186
179993307,178402760,182099973,182062292
180554959,203485587,118309779,165611135
211661000,180080398,210542343,211101412
152789281,142714039,154414355,157784711
162223915,122356831,88308339,194302044
150216303,106750944,186601677,150017196
212857245,199639908,203764814,204582726
183880525,190376139,143666933,189461998
74466107,75254723,70827614,60089226
185748668,184497247,125292987,184493883
28073768,84513997,32986454,83656943
142415749,156387411,159580851,148134602
149502153,148908131,160707286,152327365
204098424,205306007,205507582,202571801
161517689,173712632,145786768,172547035
130535748,199927002,91233749,96954859
178461128,176881428,187605881,160597035
121732881,127293077,132474832,126470179
178461128,198415668,199923631,198344698
186194457,190421113,192935923,195811544
183904428,182134745,189410426,176735723
199834655,194642111,201618201,200619698
173125346,186596876,149613086,186661927
191338122,196970676,190536889,191319256
188221482,189560931,172325125,181657745
62424340,90344212,107107263,73854847
164306062,172482439,170904692,168448244
201985134,198585097,197454309,191635499
205135940,204767260,206138657,185937432
158368525,163457398,46875373,211259367
168937320,145340371,184455120,150427625
118837966,119594361,112169045,115199037
210018156,204610670,211680808,212930532
179210391,143949484,124817414,186642048
207038991,202459749,202392244,192086799
137586042,181705731,194922761,173253633
112883654,101087212,113566114,101229559
171440167,185155359,213670501,213429350
189445189,184998910,203776292,187836904
207007174,208879874,210321349,206889628
185503736,151460702,182664387,172266290
109641341,157052904,194423362,126777952
162284763,172142564,171067660,169700457
172038516,167604591,135754894,138002195
187121518,194913922,201491459,197988597
20697782,21783302,21536146,21874228
201028853,200188332,192553363,197352163
173119064,186381947,118886211,67492191
129290290,128381229,126619616,114164994
91500866,41563927,107763476,115532363
73839728,70677968,77408384,76584575
140488218,135848044,94255025,131183014
193679913,200258149,182449669,194305575
36813671,32356245,24657358,36425946
182302729,156246359,181736690,174467589
201634168,194793768,206506762,201705843
206962309,204565414,202150173,173236882
194846743,205424711,210781637,145342807
181138286,109694543,97811289,103633749
37458489,34370287,34610096,28553162
205707160,208050748,186576424,208252448
184879805,193093771,189559540,189595260
142430119,132704981,95399191,140076171
65215154,65474091,119966298,2885019
178358898,146830381,152459077,86274912
108634871,142995807,119227790,144031167
164990401,177010888,171067660,179309477
119139470,122495384,145314554,141113960
207947750,206620017,210335261,180391173
158261125,173600005,158377605,169094359
120594212,156065835,157800940,157960029
155170527,155682418,160362128,153983536
202965141,204795770,114121307,140759178
208288704,213747059,212770711,203513658
208002059,204288294,89424840,171549273
191997331,191521015,191216405,101295932
185519797,193814441,191903502,179663606
155598034,183865243,180753136,200886508
191886008,172907083,150135730,193283165
152068051,135183999,138415449,141224249
209382270,210574833,209946974,209951468
206459788,208742167,203470938,213299575
72307262,36480851,67842637,62447232
88992031,93433762,39109146,42183411
176738645,130215137,201907340,177184787
125568102,55216962,74383344,141079878
128330833,114254458,113746334,132446564
206615769,177739049,190486274,185053751
187950596,192515459,184643357,112857696
52562409,67402587,80575493,77269292
154581453,159834068,158589766,141903600
183640029,182883488,193620268,192392263
149615508,140513434,149387486,140908254
146311928,182828338,159365279,146458342
66779662,120659494,9202904,108582502
127728952,127143718,136627990,133945194
177400740,208300370,208312660,208621746
112942848,113471011,115281770,115554169
148830809,148171775,148970819,140536588
180792830,197562395,158108712,206384538
157068911,171250576,192558069,187409157
209895446,213046167,213568439,213169084
143680637,138849038,48899326,158230687
61350770,51664325,64356040,64936236
154687717,157408801,159397152,158781119
203539249,193007984,169046607,204175219
144616685,142060129,127282539,137999588
195939776,172522417,185936822,194749333
191041386,193617830,188454146,194651163
196201757,205862501,206226014,205235069
188640801,192351342,187974958,193777926
166662731,177724655,187605881,178782478
193164516,183529217,127459670,186735642
166375171,196337196,207375431,42571404
178459268,144180806,185307368,180433810
201392747,214523018,169021869,210410232
124602975,123250023,125539281,123476891
138435625,73832329,119498179,170005245
212228064,211575408,212400156,210630716
75104112,75604057,66753639,75603904
187759141,185392797,186175974,179045918
59993119,60621934,60085141,55108013
204478777,199974275,174148823,205118876
197256543,154743029,195665362,171519752
144330240,107114098,144330220,144353468
163722045,185503492,1415196,185898738
201164625,202528247,207763157,193092626
115347188,122082425,146529103,149771719
165847342,182255607,186144540,168957579
181636429,186675976,123847830,178325294
151866785,166402398,151956651,157446413
204679603,206404750,206068247,186735012
141687719,185297899,184582873,183283550
196136078,189929048,173893948,136318109
193663579,173528505,180892898,185185185
197353977,196708298,189572449,192418275
195487616,180380570,202014524,202186330
133293592,158116597,129773025,170949424
155318109,139257703,144213191,154588377
150850144,145244873,183285271,182777484
127791117,126782373,119042253,123672151
187300029,183051864,184362082,186868030
192267126,186060103,167493692,179794844
93832326,95196449,47316736,99527158
146348701,194288464,194036200,191032919
176135353,113084173,153984047,143705933
198951047,162647728,207776473,200217479
187502437,168505613,189977167,151873043
122921328,164651054,164878074,89448847
59328822,105671902,62440494,161642027
184000868,179206356,165582168,183725260
213597839,194599167,178978857,194599145
147785316,62457606,149896847,63742272
201060671,131368841,37969152,111170369
130212070,179105013,100812470,185049101
75707929,101780382,50235496,105240574
55873201,83875539,7532293,82342789
119726732,210372276,190314312,210594710
18121248,147312091,4364925,138355902
135506628,134215646,136503993,119852593
182671883,109815686,188453627,32230449
152088580,147987747,150251549,149890724
169916766,147705167,183508093,103611599
71612424,110242555,60676475,127176715
89590091,81109116,73846223,81724265
144522076,144508125,130431983,209808122
184239997,82812238,153801407,169055024
121687059,115027443,118169985,121723450
70536289,70221266,63678796,50218066
159332914,183564490,185129226,167188515
146832675,147538920,140297877,144415608
210588806,205863022,210453096,214336254
213443534,214454481,196222989,203516847
123063097,18884899,121656782,119514505
162409369,180002189,184695024,192130566
143942354,189852747,186534272,165845284
129892258,196710419,91233749,196660196
180411031,179788305,114582394,153273683
114496969,114505663,77158431,112270119
41642861,50705463,43219372,46078589
152368479,179345833,186371402,92540079
157663561,157442066,162886908,148931961
145419836,134848630,144783248,145420959
195851865,213410996,204696727,211573571
164444661,160414907,169265719,172216948
148409806,143189788,144943585,142693946
160142616,154004672,157162244,154974241
181363419,182765809,114711807,172422116
173752851,174396587,168819656,174655205
193740541,143141920,179530648,193948627
40843857,42990118,63426758,27245753
142962269,104617061,18953732,146326217
204944259,194047309,205416055,201113080
200173523,112034178,137032063,144753265
150984463,152742120,159239356,158108105
58241786,69453427,68644403,69515424
93614500,95668016,86761657,78508987
131605702,135895471,87011074,174189049
129114359,159469244,89230604,159442648
185764273,160776240,188382411,153770786
75615156,87157030,95909930,31466807
192612572,187974429,189149311,191073330
191737564,181526855,184494490,190241311
210716648,180654996,203144397,212525329
121726876,121026006,113100457,104256666
192791344,134087223,169046607,155518610
86859166,82978828,75310728,66426544
128401283,127786638,133793879,157437005
186083603,191773208,181015615,189834308
77586349,87703515,86017095,50218398
171158734,167074539,186601677,213530808
178418189,146665886,150627560,176228625
187283981,182468837,191694582,168840751
194966233,200225317,42253902,59985899
85312382,106412706,108057888,103237881
144235038,32559189,135096667,144821106
46139653,53644863,47613907,50221052
188265293,190338689,193091139,191819378
61422489,62884316,63206882,57062400
203206965,10736296,108250409,131578888
207814132,193093771,193031254,192995815
156575288,73758653,129656441,156345814
123089665,74208957,91643871,145224666
207028098,201497503,207349095,206478791
159117397,170389923,170345963,168058984
197947427,201612219,196599639,195590627
207429949,211096735,212144072,207780931
113641575,115841158,119935126,119743477
204147810,203141596,49846962,202299011
124366811,135200520,138468775,138349441
115673561,100827704,118873856,113259032
73685876,59458691,79063375,75890125
192077658,180655247,145141200,87503963
162257562,202096591,142518890,114067198
130544680,130542690,68593762,102387126
36631937,49923815,52368958,51576764
144801459,183182442,187291632,193464105
177991519,156381836,142716989,174816216
120582150,121691183,119470895,120407869
109525582,127415416,96893697,107755977
62156052,132959168,101711354,22883062
209310562,203917021,172158987,94866284
91567721,85705633,38737634,95322887
181162017,181552509,68532028,142029154
148400541,151043581,152250152,152317327
188647717,199008642,186068069,195270758
66540024,151105197,118206185,115211378
81146819,83732691,78799606,83001640
200202718,200542266,196293443,195394650
203849830,202163402,200944061,194844729
201622829,210927915,211983086,190080436
200207133,211881854,210419279,171491988
161981438,206380167,206564061,203936761
132037616,56220027,124847703,152095622
62741542,67441187,63853934,65757551
78848318,71681641,53869625,77002776
185263816,160124831,170141437,144346451
204774613,172666244,126939233,132837797
210346373,209233861,200159182,211259367
211957901,205840980,146037202,209792900
157842309,20679612,113308838,132203207
195979792,179634247,189559210,195717568
163521313,136386839,209708779,125106722
45355223,108765672,141364179,103802225
214329063,176988038,116201835,213458656
186698832,111629056,183008167,191896412
152527541,149082682,116433027,148497730
149090263,118413023,146897741,117767358
179132789,145524403,183032278,154515870
205288102,205442454,209309557,199352092
194733810,198228318,193342039,199814213
120566127,125664256,120530522,120184076
77415207,168390192,152790158,162368664
170380629,173873639,205303476,155608436
194082050,206204126,203470938,205058097
170619898,130003966,137655205,77419881
111093925,113425823,119454341,117015800
182992412,187316136,184017658,187476181
175082970,169049729,156517396,143845349
164184304,178549809,173978633,213785806
191898571,157656865,151248258,157743640
206181342,190334495,207776473,201269486
173780519,182260953,67206533,181353056
169788789,29412605,88532667,173362432
166648954,197489893,188170017,187445057
184054796,201736162,65458798,195145062
208070724,108961208,10548033,211722067
182619108,188111924,148623786,178839117
118057224,125552491,127144483,115584926
207691858,201924843,208023297,170645732
161569557,169185828,166778371,164690478
212864484,211553702,211532861,199647675
150262019,161507513,162917610,164565308
55039907,50365593,52954824,52785916
192528116,199950464,199951967,199770266
160722833,169526783,164726651,176847060
127762688,133035455,133381194,134061113
178341232,203047893,202244067,193158185
188419389,178894569,176478325,122181093
159566794,105570677,127459670,103135174
183290842,158845018,176307625,178043351
106770444,99551093,113726879,101270441
134678022,133122120,98605030,129574936
185847288,182455006,186148050,179904105
201384655,214911161,191683309,191226227
180517555,180652200,125504751,166973286
142451482,184726507,101279991,186931880
190675374,179750583,84549693,12852159
186722641,187107310,195264534,185463539
191896888,99763727,192534418,160007335
149844968,151000558,132008280,152849240
196229074,210384461,213873033,204072072
59328880,59133721,60425362,55086692
163539853,167192150,159022125,167020687
142745154,169271636,165303372,173876538
135458818,133851294,95048249,110819690
168348022,152022035,41363105,154415757
160593562,170986959,156381086,160837022
134484962,140974248,140067823,141197850
150432393,146364488,126041762,161330945
178341832,166036761,182701916,180761090
194782768,199559272,190563783,193516983
213813428,213772905,204644044,175152666
118721849,207688293,66326060,60284879
181289032,201240103,191699322,196054590
81380045,134975228,103352439,130950075
159343016,191968834,189572449,168149680
191489326,214947678,207197242,215208803
78889595,112172982,183247109,67350072
200412600,178442579,207214157,199667814
204633635,7747014,141467699,189785413
174827248,180363734,170904692,180102318
126063179,140471064,129281956,140430551
185364372,204795864,209691306,107691952
186063326,159469244,182664376,183352379
206683761,204810384,204466621,207269326
151874276,148044745,150966498,138006812
116186529,130501460,143080624,110415666
113472177,109174826,122326880,103655646
109773642,120508036,120594251,126862842
172488880,179486106,208429041,172528770
203212889,208881110,208898299,206367128
162500608,162500112,160172420,162499945
165646897,169365088,167890420,161073904
169219617,169749840,165769980,169413938
207162326,210214586,209168634,211689043
141664480,127316828,155255223,140758732
200350529,197342872,194883650,176993998
167161308,184169257,179301065,184007518
213511813,208741976,213945096,214592124
142459419,150144219,138891903,173409141
90008661,125665413,121447210,120577241
178547891,145307460,184362082,185267898
88279030,97821590,86041782,89751743
204174698,205367901,195047369,211382283
208649930,180654667,206801003,200298832
164641535,191297191,209262237,197091088
181681086,195215986,184455120,187962284
71364144,50453262,76712901,49429846
169646383,177324435,156201921,182588707
177991519,188697117,116932011,206342852
171252539,182234266,186766626,193118682
211275759,211021220,213329139,195314265
173096461,132009756,81111234,170460535
145621095,152523902,142694288,108616741
181635034,146648934,185919671,195589636
166880367,173528967,158812356,171744364
115761889,117410807,113751264,86263750
188166095,188835729,181774767,191903896
195858363,94515444,196311098,121251184
76860479,78911205,68644403,77256797
73988042,74255426,91161597,61940210
169913838,203161376,1154163,200961591
177991519,123432858,182499683,170213262
143367305,191259516,43733450,113743905
142959405,172256808,168983173,171070612
164721165,188823957,205197942,191299323
198592924,205723056,102986078,199770105
132037616,130301029,65087148,121212003
193581281,99114757,196434324,169722129
84292111,34243544,173710172,188682397
204633518,204257147,204645882,204171229
